,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1275375,Generating surrogate data for time series with several simultaneously measured variables,1994,Dean Prichard and James Theiler,73,Physical review letters,7,951,American Physical Society,,True,YGPQbLQAAAAJ:qjMakFHDy7sC,622,,3473150347997752273,/scholar?cites=3473150347997752273,,,,0,0,0
1275376,Accurate on-line support vector regression,2003,Junshui Ma and James Theiler and Simon Perkins,15,Neural computation,11,2683-2703,MIT Press,,True,YGPQbLQAAAAJ:zYLM7Y9cAGgC,494,,12672488481731838773,/scholar?cites=12672488481731838773,,,,0,0,0
1275377,Polyvalent vaccines for optimal coverage of potential T-cell epitopes in global HIV-1 variants,2007,Will Fischer and Simon Perkins and James Theiler and Tanmoy Bhattacharya and Karina Yusim and Robert Funkhouser and Carla Kuiken and Barton Haynes and Norman L Letvin and Bruce D Walker and Beatrice H Hahn and Bette T Korber,13,Nature medicine,1,100-106,Nature Publishing Group,,True,YGPQbLQAAAAJ:k8Z6L05lTy4C,450,,10232209446084327322,/scholar?cites=10232209446084327322,,,,0,0,0
1275378,Grafting: Fast. incremental feature selection by gradient descent in function space,2003,Simon Perkins and Kevin Lacker and James Theiler,3,The Journal of Machine Learning Research,,1333-1356,JMLR. org,,True,YGPQbLQAAAAJ:W7OEmFMy1HYC,414,,14533127519180327723,/scholar?cites=14533127519180327723,,,,0,0,0
1275379,Advantage of rare HLA supertype in HIV disease progression,2003,Elizabeth Trachtenberg and Bette Korber and Cristina Sollars and Thomas B Kepler and Peter T Hraber and Elizabeth Hayes and Robert Funkhouser and Michael Fugate and James Theiler and Yen S Hsu and Kevin Kunstman and Samuel Wu and John Phair and Henry Erlich and Steven Wolinsky,9,Nature medicine,7,928-935,Nature Publishing Group,,True,YGPQbLQAAAAJ:VaXvl8Fpj5cC,411,,11176479756466043024,/scholar?cites=11176479756466043024,,,,0,0,0
1275380,Reversible data hiding,2006,Zhicheng Ni and Yun-Qing Shi and Nirwan Ansari and Wei Su,16,IEEE Transactions on circuits and systems for video technology,3,354-362,IEEE,,True,vQAq1ZMAAAAJ:u5HHmVD_uO8C,2980,,17359800913439923901,/scholar?cites=17359800913439923901,,,,0,0,0
1275381,Reversible watermarking algorithm using sorting and prediction,2009,Vasiliy Sachnev and Hyoung Joong Kim and Jeho Nam and Sundaram Suresh and Yun Qing Shi,19,IEEE Transactions on Circuits and Systems for Video Technology,7,989-999,IEEE,,True,vQAq1ZMAAAAJ:YsMSGLbcyi4C,802,,12112299297115387453,/scholar?cites=12112299297115387453,,,,0,0,0
1275382,Image and video compression for multimedia engineering: Fundamentals. algorithms. and standards,1999,Yun Q Shi and Huifang Sun,,,,,CRC press,,True,vQAq1ZMAAAAJ:u-x6o8ySG0sC,776,,18226329647344854480,/scholar?cites=18226329647344854480,,,,0,0,0
1275383,Efficient steganographic embedding by exploiting modification direction,2006,Xinpeng Zhang and Shuozhong Wang,10,IEEE Communications Letters,11,781-783,IEEE,,True,vQAq1ZMAAAAJ:EsrhoZGmrkoC,722,,17416085818011637507,/scholar?cites=17416085818011637507,,,,0,0,0
1275384,DCT-based watermark recovering without resorting to the uncorrupted original image,1997,Alessandro Piva and Mauro Barni and Franco Bartolini and Vito Cappellini,1,,,520-523,IEEE,,True,vQAq1ZMAAAAJ:t9Ks5LMjN0QC,674,,2959862209224255636,/scholar?cites=2959862209224255636,,,,0,0,0
1275385,A survey on image steganography and steganalysis,2011,Bin Li and Junhui He and Jiwu Huang and Yun Qing Shi,2,Journal of Information Hiding and Multimedia Signal Processing,2,142-172,,,True,vQAq1ZMAAAAJ:UebtZRa9Y70C,544,,1324471681381555751,/scholar?cites=1324471681381555751,,,,0,0,0
1275386,A Markov process based approach to effective attacking JPEG steganography,2006,Yun Q Shi and Chunhua Chen and Wen Chen,,,,249-264,Springer. Berlin. Heidelberg,,True,vQAq1ZMAAAAJ:2osOgNQ5qMEC,488,,5632215813160386265,/scholar?cites=5632215813160386265,,,,0,0,0
1275387,Embedding image watermarks in DC components,2000,Jiwu Huang and Yun Q Shi and Yi Shi,10,IEEE transactions on circuits and systems for video technology,6,974-979,IEEE,,True,vQAq1ZMAAAAJ:d1gkVwhDpl0C,459,,10338180533562768823,/scholar?cites=10338180533562768823,,,,0,0,0
1275388,A DWT-DFT composite watermarking scheme robust to both affine transform and JPEG compression,2003,Xiangui Kang and Jiwu Huang and Yun Q Shi and Yan Lin,13,IEEE transactions on circuits and systems for video technology,8,776-786,IEEE,,True,vQAq1ZMAAAAJ:9yKSN-GCB0IC,442,,6436585852157819180,/scholar?cites=6436585852157819180,,,,0,0,0
1275389,A novel difference expansion transform for reversible data embedding,2008,Hyoung Joong Kim and Vasiliy Sachnev and Yun Qing Shi and Jeho Nam and Hyon-Gon Choo,3,IEEE Transactions on Information Forensics and Security,3,456-465,IEEE,,True,vQAq1ZMAAAAJ:zYLM7Y9cAGgC,401,,14469051834323077034,/scholar?cites=14469051834323077034,,,,0,0,0
1275390,Distortionless data hiding based on integer wavelet transform,2002,Guorong Xuan and Jiang Zhu and Jidong Chen and Yun Q Shi and Zhicheng Ni and Wei Su,38,Electronics Letters,25,1646-1648,IET Digital Library,,True,vQAq1ZMAAAAJ:qjMakFHDy7sC,370,,16857652779882478023,/scholar?cites=16857652779882478023,,,,0,0,0
1275391,Selective search for object recognition,2013,Jasper RR Uijlings and Koen EA Van De Sande and Theo Gevers and Arnold WM Smeulders,104,International journal of computer vision,2,154-171,Springer US,,True,yqsvxQgAAAAJ:kzcSZmkxUKAC,5353,,10849987860011231916,/scholar?cites=10849987860011231916,,,,0,0,0
1275392,Evaluating color descriptors for object and scene recognition,2009,Koen Van De Sande and Theo Gevers and Cees Snoek,32,IEEE transactions on pattern analysis and machine intelligence,9,1582-1596,IEEE,,True,yqsvxQgAAAAJ:ILKRHgRFtOwC,2579,,2468673899831230729,/scholar?cites=2468673899831230729,,,,0,0,0
1275393,Color-based object recognition,1999,Theo Gevers and Arnold WM Smeulders,32,Pattern recognition,3,453-464,Pergamon,,True,yqsvxQgAAAAJ:hMsQuOkrut0C,1155,,14271520333736502311,/scholar?cites=14271520333736502311,,,,0,0,0
1275394,Edge-based color constancy,2007,Joost Van De Weijer and Theo Gevers and Arjan Gijsenij,16,IEEE Transactions on image processing,9,2207-2214,IEEE,,True,yqsvxQgAAAAJ:TIZ-Mc8IlK0C,870,,7128192195240766276,/scholar?cites=7128192195240766276,,,,0,0,0
1275395,Pictoseek: Combining color and shape invariant features for image retrieval,2000,Theo Gevers and Arnold WM Smeulders,9,IEEE transactions on Image Processing,1,102-119,IEEE,,True,yqsvxQgAAAAJ:g3aElNc5_aQC,828,,3354853851894571240,/scholar?cites=3354853851894571240,,,,0,0,0
1275396,Segmentation as selective search for object recognition,2011,Koen EA Van de Sande and Jasper RR Uijlings and Theo Gevers and Arnold WM Smeulders,,,,1879-1886,IEEE,,True,yqsvxQgAAAAJ:bz8QjSJIRt4C,777,,7236674937349617719,/scholar?cites=7236674937349617719,,,,0,0,0
1275397,Computational color constancy: Survey and experiments,2011,Arjan Gijsenij and Theo Gevers and Joost Van De Weijer,20,IEEE Transactions on Image Processing,9,2475-2489,IEEE,,True,yqsvxQgAAAAJ:Dip1O2bNi0gC,580,,5884565421913121965,/scholar?cites=5884565421913121965,,,,0,0,0
1275398,Authentic facial expression analysis,2007,Nicu Sebe and Michael S Lew and Yafei Sun and Ira Cohen and Theo Gevers and Thomas S Huang,25,Image and Vision Computing,12,1856-1863,Elsevier,,True,yqsvxQgAAAAJ:tYavs44e6CUC,440,,14207813798096560285,/scholar?cites=14207813798096560285,,,,0,0,0
1275399,The MediaMill TRECVID 2009 semantic video search engine,2009,Cees Snoek and Kvd Sande and OD Rooij and Bouke Huurnink and J Uijlings and M van Liempt and M Bugalhoy and I Trancosoy and F Yan and M Tahir and K Mikolajczyk and J Kittler and M Rijke and J Geusebroek and Theo Gevers and Marcel Worring and D Koelma and A Smeulders,,TRECVID workshop,,,,,True,yqsvxQgAAAAJ:KUbvn5osdkgC,424,,1371717201896945297,/scholar?cites=1371717201896945297,,,,0,0,0
1275400,Boosting color saliency in image feature detection,2005,Joost Van de Weijer and Theo Gevers and Andrew D Bagdanov,28,IEEE transactions on pattern analysis and machine intelligence,1,150-156,IEEE,,True,yqsvxQgAAAAJ:gsN89kCJA0AC,392,,3885384024853989658,/scholar?cites=3885384024853989658,,,,0,0,0
1275401,Combining head pose and eye location information for gaze estimation,2011,Roberto Valenti and Nicu Sebe and Theo Gevers,21,IEEE Transactions on Image Processing,2,802-815,IEEE,,True,yqsvxQgAAAAJ:bKqednn6t2AC,332,,7244770808914567968,/scholar?cites=7244770808914567968,,,,0,0,0
1275402,Region covariance: A fast descriptor for detection and classification,2006,Oncel Tuzel and Fatih Porikli and Peter Meer,,,,589-600,Springer. Berlin. Heidelberg,,True,VpB8NZ8AAAAJ:u-x6o8ySG0sC,1604,,1724217150771575059,/scholar?cites=1724217150771575059,,,,0,0,0
1275403,The visual object tracking vot2015 challenge results,2015,Matej Kristan and Jiri Matas and Ales Leonardis and Michael Felsberg and Luka Cehovin and Gustavo Fernandez and Tomas Vojir and Gustav Hager and Georg Nebehay and Roman Pflugfelder,,,,1-23,,,True,VpB8NZ8AAAAJ:NDuN12AVoxsC,1299,,5030672482439802527,/scholar?cites=5030672482439802527,,,,0,0,0
1275404,Pedestrian detection via classification on riemannian manifolds,2008,Oncel Tuzel and Fatih Porikli and Peter Meer,30,IEEE transactions on pattern analysis and machine intelligence,10,1713-1727,IEEE,,True,VpB8NZ8AAAAJ:2osOgNQ5qMEC,1062,,11276499313874695608,/scholar?cites=11276499313874695608,,,,0,0,0
1275405,Integral histogram: A fast way to extract histograms in cartesian spaces,2005,Fatih Porikli,1,,,829-836,IEEE,,True,VpB8NZ8AAAAJ:u5HHmVD_uO8C,1049,,3803038267452068411,/scholar?cites=3803038267452068411,,,,0,0,0
1275406,Changedetection. net: A new change detection benchmark dataset,2012,Nil Goyette and Pierre-Marc Jodoin and Fatih Porikli and Janusz Konrad and Prakash Ishwar,,,,1-8,IEEE,,True,VpB8NZ8AAAAJ:4MWp96NkSFoC,863,,1877550176268475069,/scholar?cites=1877550176268475069,,,,0,0,0
1275407,Covariance tracking using model update based on lie algebra,2006,Fatih Porikli and Oncel Tuzel and Peter Meer,1,,,728-735,IEEE,,True,VpB8NZ8AAAAJ:9yKSN-GCB0IC,811,,17384047959373769588,/scholar?cites=17384047959373769588,,,,0,0,0
1275408,CDnet 2014: An expanded change detection benchmark dataset,2014,Yi Wang and Pierre-Marc Jodoin and Fatih Porikli and Janusz Konrad and Yannick Benezeth and Prakash Ishwar,,,,387-394,,,True,VpB8NZ8AAAAJ:lvd772isFD0C,639,,6033036610970248027,/scholar?cites=6033036610970248027,,,,0,0,0
1275409,Human detection via classification on riemannian manifolds,2007,Oncel Tuzel and Fatih Porikli and Peter Meer,,,,1-8,IEEE,,True,VpB8NZ8AAAAJ:d1gkVwhDpl0C,634,,672830789312245652,/scholar?cites=672830789312245652,,,,0,0,0
1275410,Understanding transportation modes based on GPS data for web applications,2010,Yu Zheng and Yukun Chen and Quannan Li and Xing Xie and Wei-Ying Ma,4,ACM Transactions on the Web (TWEB),1,1-36,ACM,,True,VpB8NZ8AAAAJ:oqD4_j7ulsYC,505,,12744223161536985010,/scholar?cites=12744223161536985010,,,,0,0,0
1275411,Going deeper into action recognition: A survey,2017,Samitha Herath and Mehrtash Harandi and Fatih Porikli,60,,,4-21,Elsevier,,True,VpB8NZ8AAAAJ:HGTzPopzzJcC,451,,2719889464814284162,/scholar?cites=2719889464814284162,,,,0,0,0
1275412,Saliency-aware geodesic video object segmentation,2015,Wenguan Wang and Jianbing Shen and Fatih Porikli,,,,3395-3402,,,True,VpB8NZ8AAAAJ:jgBuDB5drN8C,446,,14594184338939726692,/scholar?cites=14594184338939726692,,,,0,0,0
1275413,Blind separation of sources. part I: An adaptive algorithm based on neuromimetic architecture,1991,Christian Jutten and Jeanny Herault,24,Signal processing,1,1-10,Elsevier,,True,iO3qCToAAAAJ:u5HHmVD_uO8C,3659,,2228885353467355507,/scholar?cites=2228885353467355507,,,,0,0,0
1275414,Handbook of Blind Source Separation: Independent component analysis and applications,2010,Pierre Comon and Christian Jutten,,,,,Academic press,,True,iO3qCToAAAAJ:qjMakFHDy7sC,1956,,10192301752378137792,/scholar?cites=10192301752378137792,,,,0,0,0
1275415,A Fast Approach for Overcomplete Sparse Decomposition Based on SmoothedNorm,2008,Hosein Mohimani and Massoud Babaie-Zadeh and Christian Jutten,57,IEEE Transactions on Signal Processing,1,289-301,IEEE,,True,iO3qCToAAAAJ:UeHWp8X0CEIC,1139,,17196589102509115978,/scholar?cites=17196589102509115978,,,,0,0,0
1275416,OP-ELM: optimally pruned extreme learning machine,2009,Yoan Miche and Antti Sorjamaa and Patrick Bas and Olli Simula and Christian Jutten and Amaury Lendasse,21,IEEE transactions on neural networks,1,158-162,IEEE,,True,iO3qCToAAAAJ:WF5omc3nYNoC,781,,4229677972829402440,/scholar?cites=4229677972829402440,,,,0,0,0
1275417,Space or time adaptive signal processing by neural network models,1986,Jeanny Herault and Christian Jutten,151,AIP conference proceedings,1,206-211,American Institute of Physics,,True,iO3qCToAAAAJ:2osOgNQ5qMEC,602,,7491775979765560985,/scholar?cites=7491775979765560985,,,,0,0,0
1275418,Blind separation of sources. Part II: Problems statement,1991,Pierre Comon and Christian Jutten and Jeanny Herault,24,Signal processing,1,11-20,Elsevier,,True,iO3qCToAAAAJ:d1gkVwhDpl0C,570,,14482858445919400121,/scholar?cites=14482858445919400121,,,,0,0,0
1275419,Source separation in post-nonlinear mixtures,1999,Anisse Taleb and Christian Jutten,47,IEEE Transactions on signal Processing,10,2807-2820,IEEE,,True,iO3qCToAAAAJ:u-x6o8ySG0sC,530,,3342807420285678043,/scholar?cites=3342807420285678043,,,,0,0,0
1275420,A nonlinear Bayesian filtering framework for ECG denoising,2007,Reza Sameni and Mohammad B Shamsollahi and Christian Jutten and Gari D Clifford,54,IEEE Transactions on Biomedical Engineering,12,2172-2185,IEEE,,True,iO3qCToAAAAJ:eQOLeE2rZwMC,509,,13555090294591027011,/scholar?cites=13555090294591027011,,,,0,0,0
1275421,Multimodal data fusion: an overview of methods. challenges. and prospects,2015,Dana Lahat and Tülay Adali and Christian Jutten,103,,9,1449-1477,IEEE,,True,iO3qCToAAAAJ:4aZ_i-5WJEQC,477,,5582744342949014958,/scholar?cites=5582744342949014958,,,,0,0,0
1275422,Blind source separation for convolutive mixtures,1995,Hoang-Lan Nguyen Thi and Christian Jutten,45,Signal processing,2,209-229,Elsevier,,True,iO3qCToAAAAJ:9yKSN-GCB0IC,428,,11238443686099499142,/scholar?cites=11238443686099499142,,,,0,0,0
1275423,Multiclass brain–computer interface classification by Riemannian geometry,2011,Alexandre Barachant and Stéphane Bonnet and Marco Congedo and Christian Jutten,59,IEEE Transactions on Biomedical Engineering,4,920-928,IEEE,,True,iO3qCToAAAAJ:-FonjvnnhkoC,420,,10745549941595423631,/scholar?cites=10745549941595423631,,,,0,0,0
1275424,Saliency detection via graph-based manifold ranking,2013,Chuan Yang and Lihe Zhang and Huchuan Lu and Xiang Ruan and Ming-Hsuan Yang,,,,3166-3173,,,True,D3nE0agAAAAJ:35N4QoGY0k4C,1913,,13460506699403853193,/scholar?cites=13460506699403853193,,,,0,0,0
1275425,Visual tracking via adaptive structural local sparse appearance model,2012,Xu Jia and Huchuan Lu and Ming-Hsuan Yang,,,,1822-1829,IEEE,,True,D3nE0agAAAAJ:_FxGoFyzp5QC,1448,,8420254686679658865,/scholar?cites=8420254686679658865,,,,0,0,0
1275426,The visual object tracking vot2015 challenge results,2015,Matej Kristan and Jiri Matas and Ales Leonardis and Michael Felsberg and Luka Cehovin and Gustavo Fernandez and Tomas Vojir and Gustav Hager and Georg Nebehay and Roman Pflugfelder,,,,1-23,,,True,D3nE0agAAAAJ:eFf2swCANGcC,1299,,5030672482439802527,/scholar?cites=5030672482439802527,,,,0,0,0
1275427,Robust object tracking via sparsity-based collaborative model,2012,Wei Zhong and Huchuan Lu and Ming-Hsuan Yang,,,,1838-1845,IEEE,,True,D3nE0agAAAAJ:WF5omc3nYNoC,1199,,12900926963053321974,/scholar?cites=12900926963053321974,,,,0,0,0
1275428,Visual tracking with fully convolutional networks,2015,Lijun Wang and Wanli Ouyang and Xiaogang Wang and Huchuan Lu,,,,3119-3127,,,True,D3nE0agAAAAJ:kuK5TVdYjLIC,950,,17022027794987507287,/scholar?cites=17022027794987507287,,,,0,0,0
1275429,Saliency detection via dense and sparse reconstruction,2013,Xiaohui Li and Huchuan Lu and Lihe Zhang and Xiang Ruan and Ming-Hsuan Yang,,,,2976-2983,,,True,D3nE0agAAAAJ:yD5IFk8b50cC,647,,247516414927867682,/scholar?cites=247516414927867682,,,,0,0,0
1275430,Superpixel tracking,2011,Shu Wang and Huchuan Lu and Fan Yang and Ming-Hsuan Yang,,,,1323-1330,IEEE,,True,D3nE0agAAAAJ:u-x6o8ySG0sC,643,,5830282161494486186,/scholar?cites=5830282161494486186,,,,0,0,0
1275431,Saliency detection via absorbing markov chain,2013,Bowen Jiang and Lihe Zhang and Huchuan Lu and Chuan Yang and Ming-Hsuan Yang,,,,1665-1672,,,True,D3nE0agAAAAJ:cFHS6HbyZ2cC,588,,10839981541004468083,/scholar?cites=10839981541004468083,,,,0,0,0
1275432,Deep networks for saliency detection via local estimation and global search,2015,Lijun Wang and Huchuan Lu and Xiang Ruan and Ming-Hsuan Yang,,,,3183-3192,,,True,D3nE0agAAAAJ:WA5NYHcadZ8C,551,,10128299032136941216,/scholar?cites=10128299032136941216,,,,0,0,0
1275433,Online Object Tracking with Sparse Prototypes,2013,Dong Wang and H-C Lu and M-H Yang,,,99,1-1,IEEE,,True,D3nE0agAAAAJ:BqipwSGYUEgC,508,,1847787980715086956,/scholar?cites=1847787980715086956,,,,0,0,0
1275434,Saliency detection via cellular automata,2015,Yao Qin and Huchuan Lu and Yiqun Xu and He Wang,,,,110-119,,,True,D3nE0agAAAAJ:bnK-pcrLprsC,494,,4162995215930981172,/scholar?cites=4162995215930981172,,,,0,0,0
1275435,An introduction to biometric recognition,2004,Anil K Jain and Arun Ross and Salil Prabhakar,14,IEEE Transactions on circuits and systems for video technology,1,4-20,IEEE,,True,klcdUzEAAAAJ:1qzjygNMrQYC,6501,,6644356153739645316,/scholar?cites=6644356153739645316,,,,0,0,0
1275436,Handbook of fingerprint recognition,2009,Davide Maltoni and Dario Maio and Anil K Jain and Salil Prabhakar,,,,,Springer Science & Business Media,,True,klcdUzEAAAAJ:5Ul4iDaHHb8C,5952,,5248592585527624791,/scholar?cites=5248592585527624791,,,,0,0,0
1275437,Filterbank-based fingerprint matching,2000,Anil K Jain and Salil Prabhakar and Lin Hong and Sharath Pankanti,9,IEEE transactions on Image Processing,5,846-859,IEEE,,True,klcdUzEAAAAJ:d1gkVwhDpl0C,1631,,6960789820296830337,/scholar?cites=6960789820296830337,,,,0,0,0
1275438,Biometric recognition: Security and privacy concerns,2003,Salil Prabhakar and Sharath Pankanti and Anil K Jain,1,IEEE security & privacy,2,33-42,IEEE,,True,klcdUzEAAAAJ:qjMakFHDy7sC,1449,,8596248528900775153,/scholar?cites=8596248528900775153,,,,0,0,0
1275439,Biometric cryptosystems: issues and challenges,2004,Umut Uludag and Sharath Pankanti and Salil Prabhakar and Anil K Jain,92,,6,948-960,IEEE,,True,klcdUzEAAAAJ:9yKSN-GCB0IC,1135,,7600871766643764745,/scholar?cites=7600871766643764745,,,,0,0,0
1275440,A multichannel approach to fingerprint classification,1999,Anil K Jain and Salil Prabhakar and Lin Hong,21,IEEE transactions on pattern analysis and machine intelligence,4,348-359,IEEE,,True,klcdUzEAAAAJ:2osOgNQ5qMEC,902,,13812779800861123013,/scholar?cites=13812779800861123013,,,,0,0,0
1275441,On the individuality of fingerprints,2002,Sharath Pankanti and Salil Prabhakar and Anil K.  Jain,24,"Pattern Analysis and Machine Intelligence, IEEE Transactions on",8,1010-1025,IEEE,,True,klcdUzEAAAAJ:UeHWp8X0CEIC,836,,1783812354462123197,/scholar?cites=1783812354462123197,,,,0,0,0
1275442,Decision-level fusion in fingerprint verification,2002,Salil Prabhakar and Anil K Jain,35,Pattern Recognition,4,861-874,Pergamon,,True,klcdUzEAAAAJ:IjCSPb-OGe4C,567,,7587871192462018704,/scholar?cites=7587871192462018704,,,,0,0,0
1275443,Biometrics: a grand challenge,2004,Anil K Jain and Sharath Pankanti and Salil Prabhakar and Lin Hong and Arun Ross,2,,,935-942,IEEE,,True,klcdUzEAAAAJ:Tyk-4Ss8FVUC,482,,11278448274007936364,/scholar?cites=11278448274007936364,,,,0,0,0
1275444,Fingerprint matching using minutiae and texture features,2001,Anil Jain and Arun Ross and Salil Prabhakar,3,,,282-285,IEEE,,True,klcdUzEAAAAJ:zYLM7Y9cAGgC,443,,15923284506744126211,/scholar?cites=15923284506744126211,,,,0,0,0
1275445,Combining multiple matchers for a high security fingerprint verification system,1999,Anil K Jain and Salil Prabhakar and Shaoyun Chen,20,Pattern Recognition Letters,11-13,1371-1379,North-Holland,,True,klcdUzEAAAAJ:Y0pCki6q_DkC,317,,2047754695353616633,/scholar?cites=2047754695353616633,,,,0,0,0
1275446,Methods and systems for content processing,2014,Geoffrey B Rhoads and Tony F Rodriguez and John D Lord and Brian T MacIntosh and Nicole Rhoads and William Y Conwell,,,,,,,True,CLNX438AAAAJ:uWQEDVKXjbEC,796,,10512425720761714781,/scholar?cites=10512425720761714781,,,,0,0,0
1275447,Intuitive computing methods and systems,2015,Bruce L Davis and Tony F Rodriguez and William Y Conwell and Geoffrey B Rhoads,,,,,,,True,CLNX438AAAAJ:kNdYIx-mwKoC,694,,12155848712050366378,/scholar?cites=12155848712050366378,,,,0,0,0
1275448,Context sensitive connected content,2012,Kenneth L Levy and Geoffrey B Rhoads and Reed R Stager and Tony F Rodriguez,,,,,,,True,CLNX438AAAAJ:YFjsv_pBGBYC,670,,15825406782599519904,/scholar?cites=15825406782599519904,,,,0,0,0
1275449,Methods and systems for image or audio recognition processing,2014,Tony F Rodriguez,,,,,,,True,CLNX438AAAAJ:4DMP91E08xMC,566,,6896893860556917360,/scholar?cites=6896893860556917360,,,,0,0,0
1275450,Methods and systems for content processing,2013,Geoffrey B Rhoads and Tony F Rodriguez,,,,,,,True,CLNX438AAAAJ:ZeXyd9-uunAC,456,,6394560840366493589,/scholar?cites=6394560840366493589,,,,0,0,0
1275451,Digital asset management and linking media signals with related data using watermarks,2006,Kevin C Jones and Cynthia K Aggson and Tony F Rodriguez and Brian Mosher and Kenneth L Levy and R Stephen Hiatt and Geoffrey B Rhoads,,,,,,,True,CLNX438AAAAJ:d1gkVwhDpl0C,431,,17649240331102028638,/scholar?cites=17649240331102028638,,,,0,0,0
1275452,Watermarked business cards and methods,2003,Tony F Rodriguez and Geoffrey B Rhoads and Bruce L Davis and J Scott Carr,,,,,,,True,CLNX438AAAAJ:u5HHmVD_uO8C,427,,4752818497749235146,/scholar?cites=4752818497749235146,,,,0,0,0
1275453,Digital watermarking methods and related toy and game applications,2009,Brett T Hannigan and Ravi K Sharma and Stephen K Decker and Phillip Andrew Seder and Tony F Rodriguez and Andrew Klonsky,,,,,,,True,CLNX438AAAAJ:Y0pCki6q_DkC,410,,2713324938639324231,/scholar?cites=2713324938639324231,,,,0,0,0
1275454,Integrating digital watermarks in multimedia content,2003,Bruce L Davis and Tony F Rodriguez and Geoffrey B Rhoads,,,,,,,True,CLNX438AAAAJ:u-x6o8ySG0sC,382,,6466990456395992668,/scholar?cites=6466990456395992668,,,,0,0,0
1275455,Intuitive computing methods and systems,2012,Geoffrey B Rhoads and Tony F Rodriguez and Gilbert B Shaw,,,,,,,True,CLNX438AAAAJ:ZzlSgRqYykMC,337,,1574577366464535039,/scholar?cites=1574577366464535039,,,,0,0,0
1275456,Wireless mobile phone with content processing,2010,Geoffrey B Rhoads and Tony F Rodriguez and William C Hein III,,,,,,,True,CLNX438AAAAJ:ufrVoPGSRksC,336,,7441323390306618468,/scholar?cites=7441323390306618468,,,,0,0,0
1275457,Analytic hierarchy process: An overview of applications,2006,Omkarprasad S Vaidya and Sushil Kumar,169,,1,1-29,North-Holland,,True,kYMivkEAAAAJ:zLWjf1WUPmwC,3430,,7761292637371088283,/scholar?cites=7761292637371088283,,,,0,0,0
1275458,Video hand image-three-dimensional computer interface with multiple degrees of freedom,2000,Sentihil Kumar and Jakub Segen,,,,,,,True,kYMivkEAAAAJ:JaLtl8ASYokC,623,,594832246712807745,/scholar?cites=594832246712807745,,,,0,0,0
1275459,Estimation of total phenolic content. in–vitro antioxidant and anti–inflammatory activity of flowers of Moringa oleifera,2013,Fatma Alhakmani and Sokindra Kumar and Shah Alam Khan,3,Asian Pacific journal of tropical biomedicine,8,623-627,No longer published by Elsevier,,True,kYMivkEAAAAJ:wlzmIqt2EaEC,268,,7932527606366451140,/scholar?cites=7932527606366451140,,,,0,0,0
1275460,Effect of heat input on the microstructure and mechanical properties of gas tungsten arc welded AISI 304 stainless steel joints,2011,Subodh Kumar and AS Shahi,32,Materials & Design,6,3617-3623,Elsevier,,True,kYMivkEAAAAJ:OBae9N4Z9bMC,254,,9719764786742019304,/scholar?cites=9719764786742019304,,,,0,0,0
1275461,HELANAL: a program to characterize helix geometry in proteins,2000,Manju Bansal and Sandeep Kumart and R Velavan,17,Journal of Biomolecular Structure and Dynamics,5,811-819,Taylor & Francis Group,,True,kYMivkEAAAAJ:3UHJKpZgG5wC,185,,9788506384841760263,/scholar?cites=9788506384841760263,,,,0,0,0
1275462,Management of relapsed and refractory multiple myeloma: novel agents. antibodies. immunotherapies and beyond,2018,CS Chim and SK Kumar and RZ Orlowski and G Cook and PG Richardson and MA Gertz and S Giralt and MV Mateos and X Leleu and Kenneth C Anderson,32,,2,252-262,Nature Publishing Group,,True,kYMivkEAAAAJ:gXFvZ3BI3UoC,165,,16454601433770801764,/scholar?cites=16454601433770801764,,,,0,0,0
1275463,The histone deacetylase SIRT2 stabilizes Myc oncoproteins,2013,PY Liu and N Xu and A Malyukova and CJ Scarlett and YT Sun and XD Zhang and D Ling and SP Su and C Nelson and DK Chang and J Koach and AE Tee and M Haber and MD Norris and C Toon and I Rooman and C Xue and BB Cheung and S Kumar and GM Marshall and AV Biankin and T Liu,20,Cell Death & Differentiation,3,503-514,Nature Publishing Group,,True,kYMivkEAAAAJ:YsrPvlHIBpEC,157,,11464795722233854639,/scholar?cites=11464795722233854639,,,,0,0,0
1275464,Exposure risk to carcinogenic PAHs in indoor-air during biomass combustion whilst cooking in rural India,2004,Anuj Bhargava and RN Khanna and SK Bhargava and Sushil Kumar,38,Atmospheric Environment,28,4761-4767,Pergamon,,True,kYMivkEAAAAJ:-DxkuPiZhfEC,152,,6587115926190699135,/scholar?cites=6587115926190699135,,,,0,0,0
1275465,Comparative Study of TiO2/CuS Core/Shell and Composite Nanostructures for Efficient Visible Light Photocatalysis,2016,Sunita Khanchandani and Sandeep Kumar and Ashok K Ganguli,4,ACS Sustainable Chemistry & Engineering,3,1487-1499,American Chemical Society,,True,kYMivkEAAAAJ:C-SEpTPhZ1wC,150,,5292471017443466593,/scholar?cites=5292471017443466593,,,,0,0,0
