Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
42269,Monomeric base-stabilized phosphino-and arsinoalanes,1993.0,David A Atwood and Leopoldo Contreras and Alan H Cowley and Richard A Jones and Miguel A Mardones,12.0,Organometallics,1,17-18,American Chemical Society,,True,J666WVMAAAAJ:cBPnxVikjH8C,40,,7772839369710349741,/scholar?cites=7772839369710349741,,,0,0,0
42270,Dilithium tetra (t-butylimido)-molybdate (VI) and-tungstate (VI) and some reactions thereof. X-Ray crystal structures of W [(µ-NBut) 2AlX2] 2 (X= Cl or Me).[W (NBut) 2 (NH2But …,1990.0,Andreas A Danopoulos and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",9,2753-2761,The Royal Society of Chemistry,,True,J666WVMAAAAJ:aNch6Af-aFkC,40,,12937969647353603440,/scholar?cites=12937969647353603440,,,0,0,0
42271,Alkyl. hydrido-. and related compounds of ruthenium (II) with trimethylphosphine. X-Ray crystal structures of hydrido (tetrahydroborato-HH′) tris (trimethylphosphine …,1984.0,John A Statler and Geoffrey Wilkinson and Mark Thornton-Pett and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",8,1731-1738,Royal Society of Chemistry,,True,J666WVMAAAAJ:P-MJmu9ZMwQC,40,,15282653659583333894,/scholar?cites=15282653659583333894,,,0,0,0
42272,Pentamethylcyclopentadienyl-substituted phosphorus and arsenic cations: evidence for multihapto bonding between Group 5A elements and carbocyclic ligands,1981.0,SG Baxter and AH Cowley and SK Mehrotra,103.0,Journal of the American Chemical Society,18,5572-5573,American Chemical Society,,True,J666WVMAAAAJ:pqnbT2bcN3wC,40,,854662397622063270,/scholar?cites=854662397622063270,,,0,0,0
42273,Improved syntheses of tetrachloro-oxorhenium (VI) and chlorotrioxo-rhenium (VII). Synthesis of alkoxo-and dialkylamido-rhenium com-pounds. The crystal and molecular structures …,1980.0,Peter G Edwards and Geoffrey Wilkinson and Michael B Hursthouse and KM Abdul Malik,,"Journal of the Chemical Society, Dalton Transactions",12,2467-2475,Royal Society of Chemistry,,True,J666WVMAAAAJ:_Ybze24A_UAC,40,,2138138220986667240,/scholar?cites=2138138220986667240,,,0,0,0
42274,Synthesis and structure of dilithium octamethyldirhenate (III),1976.0,F Albert Cotton and Larry D Gage and Kostas Mertis and Larry W Shive and Geoffrey Wilkinson,98.0,Journal of the American Chemical Society,22,6922-6926,American Chemical Society,,True,J666WVMAAAAJ:ehoypfNsBj8C,40,,10900891833035382209,/scholar?cites=10900891833035382209,,,0,0,0
42275,1032. Carboxylic acid complexes of rhenium,1963.0,F Taha and G Wilkinson,,Journal of the Chemical Society (Resumed),,5406-5412,Royal Society of Chemistry,,True,J666WVMAAAAJ:unp9ATQDT5gC,40,,6495220008407134239,/scholar?cites=6495220008407134239,,,0,0,0
42276,Bis-cyclopentadienyl1-Verbindungen von Chrom. Molybdän und Wolfram,1954.0,FA Cotton and G Wilkinson,9.0,Zeitschrift für Naturforschung B,6,417-418,Verlag der Zeitschrift für Naturforschung,,True,J666WVMAAAAJ:GJVTs2krol4C,40,,10098088459615598443,/scholar?cites=10098088459615598443,,,0,0,0
42277,Chemia nieorganiczna: podstawy,1995.0,Frank Albert Cotton and Geoffrey Wilkinson and Paul L Gaus,,,,,Wydawnictwo Naukowe PWN,,True,J666WVMAAAAJ:hCrLmN-GePgC,39,,3379372117362202789,/scholar?cites=3379372117362202789,,,0,0,0
42278,Intramolecular base stabilization of cobalt-gallium and cobalt-indium compounds,1994.0,Claudia A Olazabal and Francois P Gabbai and Alan H Cowley and Carl J Carrano and Ladd M Mokry and Marcus R Bond,13.0,Organometallics,2,421-423,American Chemical Society,,True,J666WVMAAAAJ:e_rmSamDkqQC,39,,3184500970517875929,/scholar?cites=3184500970517875929,,,0,0,0
42279,A tungsten-bismuth cluster featuring dibismuth as a four-electron donor and a bridging bismuthinidene,1985.0,Atta M Arif and Alan H Cowley and Nicholas C Norman and Marek Pakulski,107.0,Journal of the American Chemical Society,4,1062-1063,American Chemical Society,,True,J666WVMAAAAJ:WgvcDLhf7hwC,39,,13456107938689484103,/scholar?cites=13456107938689484103,,,0,0,0
42280,Trimethyl and diethylphenylphosphine complexes of rhenium (I. III. IV. V) and their reactions. X-ray crystal structures of a bis (η5-cyclopentadienyl)-ethane-bridged dirhenium …,1982.0,Christopher G Howard and Henry S Rzepa and Richard N Sheppard and Geoffrey Wilkinson and Anita MR Galas and Michael B Hursthouse,1.0,Polyhedron,5,441-451,Pergamon,,True,J666WVMAAAAJ:cG0OFEevkNgC,39,,17079189899363737597,/scholar?cites=17079189899363737597,,,0,0,0
42281,Elimination stabilized alkyls. Part II. Neopentyl and related alkyls of chromium (IV),1973.0,Walter Mowat and Anthony J Shortland and Nicholas J Hill and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",7,770-778,Royal Society of Chemistry,,True,J666WVMAAAAJ:Ej9njvOgR2oC,39,,8458179887777201559,/scholar?cites=8458179887777201559,,,0,0,0
42282,Infrared and nuclear magnetic resonance spectra of hydridodicarbonyl-bis (triphenylphosphine) iridium (I) and related complexes,1969.0,G Yagupsky and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,725-733,Royal Society of Chemistry,,True,J666WVMAAAAJ:cRMvf6lLvU8C,39,,9125504008727408466,/scholar?cites=9125504008727408466,,,0,0,0
42283,Novel addition reactions of chlorotris (triphenylphosphine) rhodium (I),1966.0,MC Baird and DN Lawson and JT Mague and JA Osborn and G Wilkinson,,Chemical Communications (London),5,129-130,Royal Society of Chemistry,,True,J666WVMAAAAJ:PELIpwtuRlgC,39,,1938798391224203183,/scholar?cites=1938798391224203183,,,0,0,0
42284,THE CHEMISTRY OF BORAZINE. III. B-SILYL BORAZINES,1960.0,AH Cowley and HH Sisler and GE Ryschkewitsch,82.0,Journal of the American Chemical Society,2,501-502,American Chemical Society,,True,J666WVMAAAAJ:I-2NeQpV75MC,39,,11478365162593792240,/scholar?cites=11478365162593792240,,,0,0,0
42285,Synthesis and characterization of 8-(dimethylamino)-1-naphthyl derivatives of aluminum. gallium. and indium,2000.0,Gregory S Hair and Scott L Battle and Andreas Decken and Alan H Cowley and Richard A Jones,39.0,Inorganic chemistry,1,27-31,American Chemical Society,,True,J666WVMAAAAJ:nroGzMJTTpEC,38,,11901362649971547514,/scholar?cites=11901362649971547514,,,0,0,0
42286,Mono-and di-nuclear phosphido and arsenido complexes of gallium; Ga (EBu t 2) 3. Ga [PH (2. 4. 6-Bu t 3 C 6 H 2)] 3 and [Ga (µ-EBu t 2) R 2] 2.(E= P. As; R= Me. Bu n),1986.0,Atta M Arif and Brian L Benac and Alan H Cowley and Rolf Geerts and Richard A Jones and Kenneth B Kidd and John M Power and Stuart T Schwab,,"Journal of the Chemical Society, Chemical Communications",20,1543-1545,Royal Society of Chemistry,,True,J666WVMAAAAJ:qxL8FJ1GzNcC,38,,298332030331467204,/scholar?cites=298332030331467204,,,0,0,0
42287,Sulfur cleavage of a phosphorus-phosphorus double bond,1984.0,Alan H Cowley and Marek Pakulski,25.0,Tetrahedron letters,20,2125-2126,Pergamon,,True,J666WVMAAAAJ:uGrg30pLAbkC,38,,15481937939008387886,/scholar?cites=15481937939008387886,,,0,0,0
42288,Exchange reactions in (CH3) 3PPCF3. phosphinidene analog of a Wittig reagent,1980.0,AH Cowley and MC Cushner,19.0,Inorganic Chemistry,2,515-518,American Chemical Society,,True,J666WVMAAAAJ:ShjGdcaqzI0C,38,,9444279784223900950,/scholar?cites=9444279784223900950,,,0,0,0
42289,From group 13–group 13 donor–acceptor bonds to triple-decker cations,2004.0,Alan H Cowley,,Chemical Communications,21,2369-2375,Royal Society of Chemistry,,True,J666WVMAAAAJ:naSTrk-c4S8C,37,,7171206860014098139,/scholar?cites=7171206860014098139,,,0,0,0
42290,Bis (diphenylphosphino) methane Disulfide,1996.0,CJ Carmalt and AH Cowley and A Decken and YG Lawson and NC Norman,52.0,Acta Crystallographica Section C: Crystal Structure Communications,4,931-933,International Union of Crystallography,,True,J666WVMAAAAJ:nnITTVbzT6kC,37,,15825867137985343619,/scholar?cites=15825867137985343619,,,0,0,0
42291,A diphosphaferrocene as a chelating ligand for silver (I),1993.0,David A Atwood and Alan H Cowley and Sean M Dennis,32.0,Inorganic Chemistry,8,1527-1528,American Chemical Society,,True,J666WVMAAAAJ:qbqt7gslDFUC,37,,12526309159051974176,/scholar?cites=12526309159051974176,,,0,0,0
42292,Nature of the carbon-phosphorus double bond and the carbon-phosphorus triple bond as studied by solid-state NMR,1990.0,James C Duchamp and Marek Pakulski and Alan H Cowley and Kurt W Zilm,112.0,Journal of the American Chemical Society,19,6803-6809,American Chemical Society,,True,J666WVMAAAAJ:b8wqy9DyMDUC,37,,17754758302847711273,/scholar?cites=17754758302847711273,,,0,0,0
42293,Phosphane‐Stabilized CuI and AgI Silanes,1988.0,Alan H Cowley and Tammy M Elkins and Richard A Jones and Christine M Nunn,27.0,Angewandte Chemie International Edition in English,10,1349-1350,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:hfzGNhXhx5MC,37,,9196050008460567179,/scholar?cites=9196050008460567179,,,0,0,0
42294,Trends in structure and reactivity of group 15 alkyls. alkylidenes. and alkylidynes,1987.0,Kerwin D Dobbs and James E Boggs and Alan H Cowley,141.0,Chemical physics letters,5,372-375,North-Holland,,True,J666WVMAAAAJ:ovGv7akYl-cC,37,,11979169671573359127,/scholar?cites=11979169671573359127,,,0,0,0
42295,Tertiary phosphine adducts of manganese (II) dialkyls. Part 2. Synthesis. properties. and structures of monomeric complexes,1983.0,Christopher G Howard and Gregory S Girolami and Geoffrey Wilkinson and Mark Thornton-Pett and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",12,2631-2637,Royal Society of Chemistry,,True,J666WVMAAAAJ:wyCGhLAOp5UC,37,,17628048452724557354,/scholar?cites=17628048452724557354,,,0,0,0
42296,The chemistry of rhenium alkyls. Part III. The synthesis and reactions of hexamethylrhenium (VI). cis-trimethyldioxorhenium (VII). and the octa-methylrhenate (VI) ion,1976.0,Konstantinos Mertis and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",15,1488-1492,Royal Society of Chemistry,,True,J666WVMAAAAJ:PcT55Ow6fAIC,37,,15736508565635359571,/scholar?cites=15736508565635359571,,,0,0,0
42297,New synthesis of hexamethyltungsten (VI); hexamethylrhenium (VI) and dioxotrimethylrh enium (VII),1975.0,Lee Galyer and Konstantinos Mertis and Geoffrey Wilkinson,85.0,Journal of Organometallic Chemistry,3,C37-C38,Elsevier,,True,J666WVMAAAAJ:1Lk_dUza_R0C,37,,17332741207120594226,/scholar?cites=17332741207120594226,,,0,0,0
42298,Reactions of µ 3-oxo-triruthenium carboxylates with π-acid ligands,1974.0,Alwyn Spencer and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",8,786-792,Royal Society of Chemistry,,True,J666WVMAAAAJ:rJyh6hJnyfgC,37,,12924339228685760667,/scholar?cites=12924339228685760667,,,0,0,0
42299,Non-selectivity in the homogeneous hydrogenation of alkenes using chlorobis (triarylphosphine) rhodium (I) catalysts,1969.0,Charmian O'Connor and G Wilkinson,10.0,Tetrahedron Letters,18,1375-1377,Pergamon,,True,J666WVMAAAAJ:zaHkCSmj5XkC,37,,15140086468339707939,/scholar?cites=15140086468339707939,,,0,0,0
42300,Synthesis and structure of a boron cation supported by a β-diketiminate ligand,2004.0,Alan H Cowley and Zheng Lu and Jamie N Jones and Jennifer A Moore,689.0,Journal of organometallic chemistry,15,2562-2564,Elsevier,,True,J666WVMAAAAJ:olpn-zPbct0C,36,,1647193463945699165,/scholar?cites=1647193463945699165,,,0,0,0
42301,Structural studies on aryl bismuth halides and halogenoanions. Part 4. Neutral Lewis base adducts of aryl bismuth dibromide and diaryl bismuth bromide compounds,1995.0,Claire J Carmalt and Alan H Cowley and Andreas Decken and Nicholas C Norman,496.0,Journal of organometallic chemistry,1,59-67,Elsevier,,True,J666WVMAAAAJ:natZJ_-F0IUC,36,,8111848333819835072,/scholar?cites=8111848333819835072,,,0,0,0
42302,Reactions of a Bulky Arylgallium Dichloride with Organometallic Monoanions. Formation of a Digalloxane with Organometallic Substituents,1994.0,Alan H Cowley and Andreas Decken and Claudia A Olazabal and Nicholas C Norman,33.0,Inorganic Chemistry,16,3435-3437,American Chemical Society,,True,J666WVMAAAAJ:RdUpO4xyVKMC,36,,13824253202381505516,/scholar?cites=13824253202381505516,,,0,0,0
42303,An indium-phosphorus heterocubane as a new type of indium phosphide precursor,1993.0,David A Atwood and Alan H Cowley and Richard A Jones and Miguel A Mardones,449.0,Journal of organometallic chemistry,1-2,C1-C2,Elsevier,,True,J666WVMAAAAJ:-LHtoeeytlUC,36,,13546446277209423189,/scholar?cites=13546446277209423189,,,0,0,0
42304,From multiple bonds to materials chemistry,1990.0,Alan H Cowley,400.0,Journal of organometallic chemistry,1-2,71-80,Elsevier,,True,J666WVMAAAAJ:cxS_fjKIGZMC,36,,16771052771718789376,/scholar?cites=16771052771718789376,,,0,0,0
42305,trans‐Carbonylchlorobis(Triphenyl‐Phosphine)Rhodium and Related Complexes,1990.0,D Evans and JA Osborn and G Wilkinson and Robert Paine Jr and RW Parry,28.0,Inorganic Syntheses: Reagents for Transition Metal Complex and Organometallic Syntheses,,79-80,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:mu2_AnMl8iYC,36,,15806314987908861771,/scholar?cites=15806314987908861771,,,0,0,0
42306,[Mes2SbCu(PMe3)2]2: The First CuI Antimonide,1989.0,Alan H Cowley and Richard A Jones and Christine M Nunn and Donald L Westmoreland,28.0,Angewandte Chemie International Edition in English,8,1018-1019,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:adHtZc2wMuEC,36,,10056666303395140592,/scholar?cites=10056666303395140592,,,0,0,0
42307,Reactions of cyclenphosphorane with transition-metal carbonyl dimers and hydrides: synthesis of phosphoranide adducts and metal carbonyl anions and the x-ray crystal structure …,1986.0,Michael Lattman and Suman K Chopra and Alan H Cowley and Atta M Arif,5.0,Organometallics,4,677-683,American Chemical Society,,True,J666WVMAAAAJ:w1MjKQ0l0TYC,36,,5588875622191636413,/scholar?cites=5588875622191636413,,,0,0,0
42308,Tertiary phosphine adducts of manganese (II) dialkyls. Part 1. Synthesis. properties and structures of alkyl-bridged dimers,1983.0,Christopher G Howard and Geoffrey Wilkinson and Mark Thornton-Pett and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",9,2025-2030,Royal Society of Chemistry,,True,J666WVMAAAAJ:LO7wyVUgiFcC,36,,3599857949037226186,/scholar?cites=3599857949037226186,,,0,0,0
42309,Reactions of phenylimidotrichlorobis (triphenyl-phosphine) rhenium (V). Reaction with trimethyl-phosphine and reduction of trimethylphosphine complex to phenylamido complexes …,1982.0,Kwok W Chiu and Wai-Kwok Wong and Geoffrey Wilkinson and Anita MR Galas and Michael B Hursthouse,1.0,Polyhedron,1,37-44,Pergamon,,True,J666WVMAAAAJ:uQdrZ3qaPmcC,36,,15820204532463802412,/scholar?cites=15820204532463802412,,,0,0,0
42310,Crystal structure and low-temperature proton NMR spectrum of tetramesityldiphosphine. Evidence for the anticonformational preference in tetraaryldiphosphines,1981.0,SG Baxter and Alan H Cowley and Raymond E Davis and Paul E Riley,103.0,Journal of the American Chemical Society,7,1699-1702,American Chemical Society,,True,J666WVMAAAAJ:BW2nPTmhBn4C,36,,9423383812496053755,/scholar?cites=9423383812496053755,,,0,0,0
42311,Preparation and characterization of compounds containing the octamethylditungsten (II) anion and partially chlorinated analogs,1977.0,F Albert Cotton and Stephen Koch and Kostas Mertis and Michelle Millar and Geoffrey Wilkinson,99.0,Journal of the American Chemical Society,15,4989-4992,American Chemical Society,,True,J666WVMAAAAJ:hHIA4WEVY-EC,36,,8684129416414314244,/scholar?cites=8684129416414314244,,,0,0,0
42312,Reactions of lithium bis (trimethylsilyl) amide with some fluorophosphoranes,1977.0,Patty Wisian-Neilson and Robert H Neilson and Alan H Cowley,16.0,Inorganic Chemistry,6,1460-1463,American Chemical Society,,True,J666WVMAAAAJ:bVQMTfhMCi4C,36,,7972882742040223776,/scholar?cites=7972882742040223776,,,0,0,0
42313,Complexes of pyridine-2-thiol with some transition metals,1974.0,I Philip Evans and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",9,946-951,Royal Society of Chemistry,,True,J666WVMAAAAJ:-TLX1-BxFiYC,36,,17047910014264744632,/scholar?cites=17047910014264744632,,,0,0,0
42314,Reactions of the dirhodium cation Rh 2 4+. with triphenylphosphine and alkali metal carboxylates. dithiocarbamates and other anions,1971.0,RW Mitchell and JD Ruddick and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,3224-3230,Royal Society of Chemistry,,True,J666WVMAAAAJ:t-hv7AR41mYC,36,,6778070923591906776,/scholar?cites=6778070923591906776,,,0,0,0
42315,Lewis basicity and ligand behavior of cyclopropylphosphines,1969.0,Alan H Cowley and Jerry L Mills,91.0,Journal of the American Chemical Society,11,2915-2919,American Chemical Society,,True,J666WVMAAAAJ:kRWSkSYxWN8C,36,,1525381676706723321,/scholar?cites=1525381676706723321,,,0,0,0
42316,Fluorocarbon complexes of rhodium containing triphenylstibine and triphenylarsine,1968.0,Joel T Mague and Geoffrey Wilkinson,7.0,Inorganic Chemistry,3,542-546,American Chemical Society,,True,J666WVMAAAAJ:PQY3Tb_h0-cC,36,,15157869504436815446,/scholar?cites=15157869504436815446,,,0,0,0
42317,535. Transition-metal fluorocarbon complexes. Part I. Derivatives of perfluoro-olefins,1961.0,HH Hoehn and L Pratt and KF Watterson and G Wilkinson,,Journal of the Chemical Society (Resumed),,2738-2745,Royal Society of Chemistry,,True,J666WVMAAAAJ:oursBaop5wYC,36,,8860682045361893499,/scholar?cites=8860682045361893499,,,0,0,0
42318,TRANSITION-METAL FLUOROCARBON COMPLEXES. 1. DERIVATIVES OF PERFLUORO-OLEFINS,1961.0,HH HOEHN and G WILKINSON and KF WATTERSON and L PRATT,,JOURNAL OF THE CHEMICAL SOCIETY,JUL,2738-&,ROYAL SOC CHEMISTRY,,True,J666WVMAAAAJ:1DsIQWDZLl8C,36,,8860682045361893499,/scholar?cites=8860682045361893499,,,0,0,0
42319,Heats of Combustion and Formation of Metal Carbonyls. I. Chromium. Molybdenum and Tungsten Hexacarbonyls,1956.0,FA Cotton and AK Fischer and G Wilkinson,78.0,Journal of the American Chemical Society,20,5168-5171,American Chemical Society,,True,J666WVMAAAAJ:ijdKiLOsEJMC,36,,7137486510505718379,/scholar?cites=7137486510505718379,,,0,0,0
42320,Synthesis and structure of two new (guanidinate) boron dichlorides and their attempted conversion to boron (I) derivatives,2008.0,Michael Findlater and Nicholas J Hill and Alan H Cowley,,Dalton Transactions,33,4419-4423,Royal Society of Chemistry,,True,J666WVMAAAAJ:raTqNPD5sRQC,35,,5641945491634263206,/scholar?cites=5641945491634263206,,,0,0,0
42321,Synthesis and ligative behavior of a gallacyclopentadiene,1994.0,Alan H Cowley and François P Gabbaï and Andreas Decken,33.0,Angewandte Chemie International Edition in English,13,1370-1372,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:xEMdJR0kL_sC,35,,15871978566323706190,/scholar?cites=15871978566323706190,,,0,0,0
42322,Homoleptic mesityls of iridium (III. IV. V) and ruthenium (IV. V),1992.0,Robyn S Hay-Motherwell and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",24,3477-3482,The Royal Society of Chemistry,,True,J666WVMAAAAJ:wTekDMGr9GkC,35,,15602546053833636359,/scholar?cites=15602546053833636359,,,0,0,0
42323,Some reactions of tetrakis (tert-butylimido) osmium (VIII). X-Ray crystal structures of Os (NBu t) O (O 2 CBu t) 2 (NH 2 Bu t) 2· Bu t CO 2 H.(Bu t N) 2 Os (µ-NBu t) 2 Os (µ …,1991.0,Andreas A Danopoulos and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",8,1855-1860,Royal Society of Chemistry,,True,J666WVMAAAAJ:F9HO9s0W2bwC,35,,12105218226082516301,/scholar?cites=12105218226082516301,,,0,0,0
42324,Primary amido and amine adduct complexes of gallium: synthesis and structures of [t-Bu2Ga (μ-NHPh)] 2 and t-Bu3Ga· NH2Ph,1991.0,David A Atwood and Richard A Jones and Alan H Cowley and Simon G Bott and Jerry L Atwood,10.0,Polyhedron,16,1897-1902,Pergamon,,True,J666WVMAAAAJ:kh2fBNsKQNwC,35,,3499476075400155238,/scholar?cites=3499476075400155238,,,0,0,0
42325,Ein Aluminaphosphacuban. ein neuer Vorläufer für Aluminiumphosphid,1990.0,Alan H Cowley and Richards A Jones and Miguel A Mardones and Jerry L Atwood and Simon G Bott,102.0,Angewandte Chemie,12,1504-1505,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:vVJNg6_NJEsC,35,,8426269247522598367,/scholar?cites=8426269247522598367,,,0,0,0
42326,Interaction of organic azides with methyl compounds of cobalt. rhodium. iridium. ruthenium and zirconium to give azido or 1. 3-triazenido complexes. The crystal structures of …,1984.0,Kwok W Chiu and Geoffrey Wilkinson and Mark Thornton-Pett and Michael B Hursthouse,3.0,Polyhedron,1,79-85,Pergamon,,True,J666WVMAAAAJ:-Z8x4v2cOtkC,35,,18363865053055100947,/scholar?cites=18363865053055100947,,,0,0,0
42327,15. Polarographic study of manganese. technetium. and rhenium,1960.0,R Colton and J Dalziel and WP Griffith and G Wilkinson,,Journal of the Chemical Society (Resumed),,71-78,Royal Society of Chemistry,,True,J666WVMAAAAJ:TesyEGJKHF4C,35,,8029357232837613121,/scholar?cites=8029357232837613121,,,0,0,0
42328,Triple-decker main group cationsElectronic supplementary information (ESI) available: summary of theoretical data. See http://www. rsc. org/suppdata/cc/b0/b005425i,2001.0,Alan H Cowley and Charles LB Macdonald and Joel S Silverman and John D Gorden and Andreas Voigt,,Chemical Communications,2,175-176,Royal Society of Chemistry,,True,J666WVMAAAAJ:oE_QS-WwsdAC,34,,13482724184918226817,/scholar?cites=13482724184918226817,,,0,0,0
42329,t-Butylimido and t-butylimido oxo aryls of rhenium. X-ray crystal structures of Re (NBut) 2 (2. 6-Me2C6H3) 2. Re (NBut)(2. 4. 6-Me3C6H2)(C27H32). Re (NBut) 3 (2. 4. 6-Me3C6H2 …,1990.0,Angel Gutierrez and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,9.0,Polyhedron,17,2081-2096,Pergamon,,True,J666WVMAAAAJ:yL7DKRohVA8C,34,,14676307185544720797,/scholar?cites=14676307185544720797,,,0,0,0
